model_id,tag,inputs,output,options,bip_units,bip_price_usd,notes,description
fal-ai/orpheus-tts,text-to-speech,text,audio,,run,0.05,,"Orpheus TTS is a state-of-the-art, Llama-based Speech-LLM designed for high-quality, empathetic text-to-speech generation. This model has been finetuned to deliver human-level speech synthesis, achieving exceptional clarity, expressiveness, and real-time performances."
fal-ai/pasd,image-to-image,image,image,,mega pixels,0.03,,Pixel-Aware Diffusion Model for Realistic Image Super-Resolution and Personalized Stylization
fal-ai/photomaker,image-to-image,image,image,,compute seconds,0.00111,,Customizing Realistic Human Photos via Stacked ID Embedding
fal-ai/pika/v1.5/pikaffects,image-to-video,image,video,,run,0.465,,"Pika Effects are AI-powered video effects designed to modify objects, characters, and environments in a fun, engaging, and visually compelling manner."
fal-ai/pika/v2.1/image-to-video,image-to-video,image,video,,run,0.4,,Pika v2.1 creates videos from images with high quality output.
fal-ai/pika/v2.1/text-to-video,text-to-video,text,video,,run,0.4,,Pika v2.1 creates videos from a text prompt with high quality output.
fal-ai/pika/v2.2/image-to-video,image-to-video,image,video,"720p
1080p",output seconds,"0.04
0.09",,Pika v2.2 creates videos from images with high quality output.
fal-ai/pika/v2.2/pikascenes,image-to-video,image,video,"720p
1080p",output seconds,"0.04
0.09",,Pika Scenes v2.2 creates videos from a images with high quality output.
fal-ai/pika/v2.2/text-to-video,text-to-video,text,video,"720p
1080p",output seconds,"0.04
0.09",,Pika v2.2 creates videos from a text prompt with high quality output.
fal-ai/pika/v2/turbo/image-to-video,image-to-video,image,video,,run,0.2,,Pika v2 Turbo creates videos from images with high quality output.
fal-ai/pika/v2/turbo/text-to-video,text-to-video,text,video,,run,0.2,,Pika v2 Turbo creates videos from a text prompt with high quality output.
fal-ai/pixart-sigma,text-to-image,text,image,,compute seconds,0.00111,,Weak-to-Strong Training of Diffusion Transformer for 4K Text-to-Image Generation
fal-ai/pixverse/extend,video-to-video,video,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,PixVerse Extend model is a video extending tool for your videos using with high-quality video extending techniques
fal-ai/pixverse/extend/fast,video-to-video,video,video,"480p
720p
1080p",output seconds,"0.06
0.08
0.16",,PixVerse Extend model is a video extending tool for your videos using with high-quality video extending techniques
fal-ai/pixverse/lipsync,video-to-video,video,video,,output seconds,,,Generate realistic lipsync animations from audio using advanced algorithms for high-quality synchronization with PixVerse Lipsync model
fal-ai/pixverse/sound-effects,video-to-video,video,video,,output seconds,0.02,,Add immersive sound effects and background music to your videos using PixVerse sound effects generation
fal-ai/pixverse/v3.5/effects,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips with different effects using PixVerse v3.5
fal-ai/pixverse/v3.5/image-to-video,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips from text and image prompts using PixVerse v3.5
fal-ai/pixverse/v3.5/image-to-video/fast,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.06
0.08
0.16",,Generate high quality video clips from text and image prompts quickly using PixVerse v3.5 Fast
fal-ai/pixverse/v3.5/text-to-video,text-to-video,text,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips from text prompts using PixVerse v3.5
fal-ai/pixverse/v3.5/text-to-video/fast,text-to-video,text,video,"480p
720p
1080p",output seconds,"0.06
0.08
0.16",,Generate high quality video clips quickly from text prompts using PixVerse v3.5 Fast
fal-ai/pixverse/v3.5/transition,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Create seamless transition between images using PixVerse v3.5
fal-ai/pixverse/v4.5/effects,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips with different effects using PixVerse v4.5
fal-ai/pixverse/v4.5/image-to-video,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips from text and image prompts using PixVerse v4.5
fal-ai/pixverse/v4.5/image-to-video/fast,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.06
0.08
0.16",,Generate fast high quality video clips from text and image prompts using PixVerse v4.5
fal-ai/pixverse/v4.5/text-to-video,text-to-video,text,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips from text and image prompts using PixVerse v4.5
fal-ai/pixverse/v4.5/text-to-video/fast,text-to-video,text,video,"480p
720p
1080p",output seconds,"0.06
0.08
0.16",,Generate high quality and fast video clips from text and image prompts using PixVerse v4.5 fast
fal-ai/pixverse/v4.5/transition,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Create seamless transition between images using PixVerse v4.5
fal-ai/pixverse/v4/effects,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips with different effects using PixVerse v4
fal-ai/pixverse/v4/image-to-video,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips from text and image prompts using PixVerse v4
fal-ai/pixverse/v4/image-to-video/fast,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.06
0.08
0.16",,Generate fast high quality video clips from text and image prompts using PixVerse v4
fal-ai/pixverse/v4/text-to-video,text-to-video,text,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips from text and image prompts using PixVerse v4
fal-ai/pixverse/v4/text-to-video/fast,text-to-video,text,video,"480p
720p
1080p",output seconds,"0.06
0.08
0.16",,Generate high quality and fast video clips from text and image prompts using PixVerse v4 fast
fal-ai/pixverse/v5/effects,image-to-video,image,video,,run,0.05,,Generate high quality video clips with different effects using PixVerse v5
fal-ai/pixverse/v5/image-to-video,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips from text and image prompts using PixVerse v5
fal-ai/pixverse/v5/text-to-video,text-to-video,text,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Generate high quality video clips from text and image prompts using PixVerse v5
fal-ai/pixverse/v5/transition,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.03
0.04
0.08",,Create seamless transition between images using PixVerse v5
fal-ai/playai/inpaint/diffusion,audio-to-audio,audio,audio,,input kilo tokens,0.1,,"A novel way to perform audio editing, ensuring smooth transitions and consistent speaker characteristics for edits."
fal-ai/playai/tts/dialog,text-to-audio,text,audio,,output minutes,0.05,,"Generate natural-sounding multi-speaker dialogues, and audio. Perfect for expressive outputs, storytelling, games, animations, and interactive media."
fal-ai/playai/tts/v3,text-to-speech,text,audio,,output minutes,0.03,,Blazing-fast text-to-speech. Generate audio with improved emotional tones and extensive multilingual support. Ideal for high-volume processing and efficient workflows.
fal-ai/playground-v25,text-to-image,text,image,,compute seconds,0.00111,,State-of-the-art open-source model in aesthetic quality
fal-ai/playground-v25/image-to-image,image-to-image,image,image,,compute seconds,0.00111,,State-of-the-art open-source model in aesthetic quality
fal-ai/playground-v25/inpainting,image-to-image,image,image,,compute seconds,0.00111,,State-of-the-art open-source model in aesthetic quality
fal-ai/plushify,image-to-image,image,image,,run,0.1,,Turn any image into a cute plushie!
fal-ai/post-processing,image-to-image,image,image,,run,0.001,image?,"Post Processing is an endpoint that can enhance images using a variety of techniques including grain, blur, sharpen, and more."
fal-ai/post-processing/blur,image-to-image,image,image,,run,0.001,,Apply Gaussian or Kuwahara blur effects with adjustable radius and sigma parameters
fal-ai/post-processing/chromatic-aberration,image-to-image,image,image,,run,0.001,,"Create chromatic aberration by shifting red, green, and blue channels horizontally or vertically with customizable shift amounts."
fal-ai/post-processing/color-correction,image-to-image,image,image,,run,0.001,,"Adjust color temperature, brightness, contrast, saturation, and gamma values for color correction."
fal-ai/post-processing/color-tint,image-to-image,image,image,,run,0.001,,"Apply various color tints (sepia, red, green, blue, cyan, magenta, yellow, purple, orange, warm, cool, lime, navy, vintage, rose, teal, maroon, peach, lavender, olive) with adjustable strength."
fal-ai/post-processing/desaturate,image-to-image,image,image,,run,0.001,,"Reduce color saturation using different methods (luminance Rec.709, luminance Rec.601, average, lightness) with adjustable factor."
fal-ai/post-processing/dissolve,image-to-image,image,image,,run,0.001,,Blend two images together using smooth linear interpolation with a configurable blend factor.
fal-ai/post-processing/dodge-burn,image-to-image,image,image,,run,0.001,,Apply dodge and burn effects with multiple modes and adjustable intensity.
fal-ai/post-processing/grain,image-to-image,image,image,,run,0.001,,"Apply film grain effect with different styles (modern, analog, kodak, fuji, cinematic, newspaper) and customizable intensity and scale"
fal-ai/post-processing/parabolize,image-to-image,image,image,,run,0.001,,Apply a parabolic distortion effect with configurable coefficient and vertex position.
fal-ai/post-processing/sharpen,image-to-image,image,image,,run,0.001,,"Apply sharpening effects with three modes: basic unsharp mask, smart sharpening with edge preservation, and Contrast Adaptive Sharpening (CAS)."
fal-ai/post-processing/solarize,image-to-image,image,image,,run,0.001,,Apply solarization effect by inverting pixel values above a threshold
fal-ai/post-processing/vignette,image-to-image,image,image,,run,0.001,,Add a darkening vignette effect around the edges of the image with adjustable strength
fal-ai/pshuman,image-to-3d,image,3d,,run,0.75,,Use the 6D pose estimation capabilities of PSHuman to generate 3D files from single image.
fal-ai/qwen-image,text-to-image,text,image,,output mega pixels,0.02,rounding up to nearest megapixel,Qwen-Image is an image generation foundation model in the Qwen series that achieves significant advances in complex text rendering and precise image editing.
fal-ai/qwen-image-edit,image-to-image,image,image,,mega pixels,0.03,,Endpoint for Qwen's Image Editing model. Has superior text editing capabilities.
fal-ai/qwen-image-edit-lora,image-to-image,image,image,,mega pixels,0.035,,LoRA inference endpoint for the Qwen Image Editing model.
fal-ai/qwen-image-edit-plus,image-to-image,image,image,,mega pixels,0.03,,Endpoint for Qwen's Image Editing Plus model. Has superior text editing capabilities and multi-image support.
fal-ai/qwen-image-edit/image-to-image,image-to-image,image,image,,mega pixels,0.03,,Image to Image Endpoint for Qwen's Image Editing model. Has superior text editing capabilities.
fal-ai/qwen-image-edit/inpaint,image-to-image,image,image,,mega pixels,0.03,,Inpainting Endpoint for the Qwen Edit Image editing model.
fal-ai/qwen-image-trainer,training,,model,,steps,0.002,min 250 units,Qwen Image LoRA training
fal-ai/qwen-image/image-to-image,image-to-image,image,image,,mega pixels,0.02,,"Qwen-Image (Image-to-Image) transforms and edits input images with high fidelity, enabling precise style transfer, enhancement, and creative modification."
fal-ai/realistic-vision,text-to-image,text,image,,compute seconds,0.00111,,Generate realistic images.
fal-ai/recraft-20b,text-to-image,text,image,"pixels
vectors",run,"0.022
0.044",,Recraft 20b is a new and affordable text-to-image model.
fal-ai/recraft/upscale/creative,image-to-image,image,image,,run,0.25,,"Enhances a given raster image using the 'creative upscale' tool, increasing image resolution, making the image sharper and cleaner."
fal-ai/recraft/upscale/crisp,image-to-image,image,image,,run,0.004,,"Enhances a given raster image using 'crisp upscale' tool, boosting resolution with a focus on refining small details and faces."
fal-ai/recraft/v3/image-to-image,image-to-image,image,image,,run,0.04,,"Recraft V3 is a text-to-image model with the ability to generate long texts, vector art, images in brand style, and much more. As of today, it is SOTA in image generation, proven by Hugging Face's industry-leading Text-to-Image Benchmark by Artificial Analysis."
fal-ai/recraft/v3/text-to-image,text-to-image,text,image,,run,0.04,,"Recraft V3 is a text-to-image model with the ability to generate long texts, vector art, images in brand style, and much more. As of today, it is SOTA in image generation, proven by Hugging Face's industry-leading Text-to-Image Benchmark by Artificial Analysis."
fal-ai/recraft/vectorize,image-to-image,image,image,,run,0.01,,Converts a given raster image to SVG format using Recraft model.
fal-ai/retoucher,image-to-image,image,image,,compute seconds,0.00125,,Automatically retouches faces to smooth skin and remove blemishes.
fal-ai/rife,image-to-image,image,image,,compute seconds,0.0013,,Interpolate images with RIFE - Real-Time Intermediate Flow Estimation
fal-ai/rife/video,video-to-video,video,video,,compute seconds,0.0013,,Interpolate videos with RIFE - Real-Time Intermediate Flow Estimation
fal-ai/sa2va/4b/image,vision,image,text,,run,0.02,,"Sa2VA is an MLLM capable of question answering, visual prompt understanding, and dense object segmentation at both image and video levels"
fal-ai/sa2va/4b/video,vision,video,text,,compute seconds,0.04,,"Sa2VA is an MLLM capable of question answering, visual prompt understanding, and dense object segmentation at both image and video levels"
fal-ai/sa2va/8b/image,vision,image,text,,run,0.04,,"Sa2VA is an MLLM capable of question answering, visual prompt understanding, and dense object segmentation at both image and video levels"
fal-ai/sa2va/8b/video,vision,video,text,,compute seconds,0.08,,"Sa2VA is an MLLM capable of question answering, visual prompt understanding, and dense object segmentation at both image and video levels"
fal-ai/sadtalker,image-to-video,image,video,,compute seconds,0.00111,,Learning Realistic 3D Motion Coefficients for Stylized Audio-Driven Single Image Talking Face Animation
fal-ai/sadtalker/reference,image-to-video,image,video,,compute seconds,0.00111,,Learning Realistic 3D Motion Coefficients for Stylized Audio-Driven Single Image Talking Face Animation
fal-ai/sam2/auto-segment,image-to-image,image,image,,compute seconds,0.00125,,SAM 2 is a model for segmenting images automatically. It can return individual masks or a single mask for the entire image.
fal-ai/sam2/image,image-to-image,image,image,,compute seconds,0.00125,,SAM 2 is a model for segmenting images and videos in real-time.
fal-ai/sam2/video,video-to-video,video,video,,compute seconds,0.00125,,SAM 2 is a model for segmenting images and videos in real-time.
fal-ai/sana,text-to-image,text,image,,output mega pixels,0.001,,"Sana can synthesize high-resolution, high-quality images with strong text-image alignment at a remarkably fast speed, with the ability to generate 4K images in less than a second."
fal-ai/sana/sprint,text-to-image,text,image,,output mega pixels,0.0025,,Sana Sprint is a text-to-image model capable of generating 4K images with exceptional speed.
fal-ai/sana/v1.5/1.6b,text-to-image,text,image,,output mega pixels,0.0075,,Sana v1.5 1.6B is a lightweight text-to-image model that delivers 4K image generation with impressive efficiency.
fal-ai/sana/v1.5/4.8b,text-to-image,text,image,,output mega pixels,0.01,,Sana v1.5 4.8B is a powerful text-to-image model that generates ultra-high quality 4K images with remarkable detail.
fal-ai/sd15-depth-controlnet,image-to-image,image,image,,compute seconds,0.00111,,SD 1.5 ControlNet
fal-ai/sdxl-controlnet-union,text-to-image,text,image,,compute seconds,0.00111,,An efficent SDXL multi-controlnet text-to-image model.
fal-ai/sdxl-controlnet-union/image-to-image,image-to-image,image,image,,compute seconds,0.00111,,An efficent SDXL multi-controlnet image-to-image model.
fal-ai/sdxl-controlnet-union/inpainting,image-to-image,image,image,,compute seconds,0.00111,,An efficent SDXL multi-controlnet inpainting model.
fal-ai/seedvr/upscale/image,image-to-image,image,image,,mega pixels,0.001,input or output?,Use SeedVR2 to upscale your images
fal-ai/seedvr/upscale/video,video-to-video,video,video,,kilo video tokens,0.001,?,Upscale your videos using SeedVR2 with temporal consistency!
fal-ai/sky-raccoon,text-to-image,text,image,,output mega pixels,0.06,,Generate images from a text prompt.
fal-ai/skyreels-i2v,image-to-video,image,video,,run,0.3,,SkyReels V1 is the first and most advanced open-source human-centric video foundation model. By fine-tuning HunyuanVideo on O(10M) high-quality film and television clips
fal-ai/smart-turn,speech-to-text,audio,text,,compute seconds,0.00125,,"An open source, community-driven and native audio turn detection model by Pipecat AI."
fal-ai/speech-to-text,speech-to-text,audio,text,,input seconds,0.0008,,Leverage the rapid processing capabilities of AI models to enable accurate and efficient real-time speech-to-text transcription.
fal-ai/speech-to-text/stream,speech-to-text,audio,text,,input seconds,0.0008,,Leverage the rapid processing capabilities of AI models to enable accurate and efficient real-time speech-to-text transcription.
fal-ai/speech-to-text/turbo,speech-to-text,audio,text,,input seconds,0.0008,,Leverage the rapid processing capabilities of AI models to enable accurate and efficient real-time speech-to-text transcription.
fal-ai/speech-to-text/turbo/stream,speech-to-text,audio,text,,input seconds,0.0008,,Leverage the rapid processing capabilities of AI models to enable accurate and efficient real-time speech-to-text transcription.
fal-ai/stable-audio,text-to-audio,text,audio,,compute seconds,0.000575,,Open source text-to-audio model.
fal-ai/stable-audio-25/audio-to-audio,audio-to-audio,audio,audio,,run,0.2,,Generate high quality music and sound effects using Stable Audio 2.5 from StabilityAI
fal-ai/stable-audio-25/inpaint,audio-to-audio,audio,audio,,run,0.2,,Generate high quality music and sound effects using Stable Audio 2.5 from StabilityAI
fal-ai/stable-audio-25/text-to-audio,text-to-audio,text,audio,,run,0.2,,Generate high quality music and sound effects using Stable Audio 2.5 from StabilityAI
fal-ai/stable-avatar,audio-to-video,audio,video,,output seconds,0.1,min 4 seconds,Stable Avatar generates audio-driven video avatars up to five minutes long
fal-ai/stable-cascade,text-to-image,text,image,,compute seconds,0.000575,,Stable Cascade: Image generation on a smaller & cheaper latent space.
fal-ai/stable-cascade/sote-diffusion,text-to-image,text,image,,compute seconds,0.000575,,Anime finetune of Würstchen V3.
fal-ai/stable-diffusion-v15,text-to-image,text,image,,compute seconds,0.00111,,Stable Diffusion v1.5
fal-ai/stable-diffusion-v3-medium,text-to-image,text,image,,run,0.035,,"Stable Diffusion 3 Medium (Text to Image) is a Multimodal Diffusion Transformer (MMDiT) model that improves image quality, typography, prompt understanding, and efficiency."
fal-ai/stable-diffusion-v35-large,text-to-image,text,image,,output mega pixels,0.065,,"Stable Diffusion 3.5 Large is a Multimodal Diffusion Transformer (MMDiT) text-to-image model that features improved performance in image quality, typography, complex prompt understanding, and resource-efficiency."
fal-ai/stable-diffusion-v35-medium,text-to-image,text,image,,output mega pixels,0.02,,"Stable Diffusion 3.5 Medium is a Multimodal Diffusion Transformer (MMDiT) text-to-image model that features improved performance in image quality, typography, complex prompt understanding, and resource-efficiency."
fal-ai/stable-video,image-to-video,image,video,,run,0.075,,Generate short video clips from your images using SVD v1.1
fal-ai/star-vector,image-to-image,image,image,,mega pixels,0.1,,"AI vectorization model that transforms raster images into scalable SVG graphics, preserving visual details while enabling infinite scaling and easy editing capabilities."
fal-ai/step1x-edit,image-to-image,image,image,,mega pixels,0.03,,"Step1X-Edit transforms your photos with simple instructions into stunning, professional-quality edits—rivaling top proprietary tools."
fal-ai/swin2sr,image-to-image,image,image,,mega pixels,0.025,,"Enhance low-resolution images with the superior quality of Swin2SR for sharper, clearer results."
fal-ai/switti,text-to-image,text,image,,compute seconds,0.00125,,Switti is a scale-wise transformer for fast text-to-image generation that outperforms existing T2I AR models and competes with state-of-the-art T2I diffusion models while being faster than distilled diffusion models.
fal-ai/switti/512,text-to-image,text,image,,compute seconds,0.00125,,Switti is a scale-wise transformer for fast text-to-image generation that outperforms existing T2I AR models and competes with state-of-the-art T2I diffusion models while being faster than distilled diffusion models.
fal-ai/sync-lipsync,video-to-video,audio,video,,output minutes,0.7,,Generate realistic lipsync animations from audio using advanced algorithms for high-quality synchronization.
fal-ai/sync-lipsync/v2,video-to-video,audio,video,,output minutes,3,,Generate realistic lipsync animations from audio using advanced algorithms for high-quality synchronization with Sync Lipsync 2.0 model
fal-ai/sync-lipsync/v2/pro,video-to-video,audio,video,,output minutes,5,,Generate high-quality realistic lipsync animations from audio while preserving unique details like natural teeth and unique facial features using the state-of-the-art Sync Lipsync 2 Pro model.
fal-ai/t2v-turbo,text-to-video,text,video,,compute seconds,0.00125,,Generate short video clips from your prompts
fal-ai/thera,image-to-image,image,image,,mega pixels,0.0021,,Fix low resolution images with fast speed and quality of thera.
fal-ai/thinksound,video-to-video,video,video,,compute seconds,0.001,,Generate realistic audio for a video with an optional text prompt and combine
fal-ai/thinksound/audio,video-to-video,video,video,,compute seconds,0.001,,Generate realistic audio from a video with an optional text prompt
fal-ai/topaz/upscale/image,image-to-image,image,image,,mega pixels,0.025,,Use the powerful and accurate topaz image enhancer to enhance your images.
fal-ai/topaz/upscale/video,video-to-video,video,video,,output seconds,0.1,,Professional-grade video upscaling using Topaz technology. Enhance your videos with high-quality upscaling.
fal-ai/transpixar,text-to-video,text,video,,run,0.4,,"Transform text into stunning videos with TransPixar - an AI model that generates both RGB footage and alpha channels, enabling seamless compositing and creative video effects."
fal-ai/trellis,image-to-3d,image,3d,,run,0.02,,Generate 3D models from your images using Trellis. A native 3D generative model enabling versatile and high-quality 3D asset creation.
fal-ai/trellis/multi,image-to-3d,image,3d,,run,0.02,,Generate 3D models from multiple images using Trellis. A native 3D generative model enabling versatile and high-quality 3D asset creation.
fal-ai/triposr,image-to-3d,image,3d,,run,0.07,,State of the art Image to 3D Object generation
fal-ai/turbo-flux-trainer,training,,model,,kilo steps,2.4,,A blazing fast FLUX dev LoRA trainer for subjects and styles.
fal-ai/uno,image-to-image,image,image,,mega pixels,0.05,,"An AI model that transforms input images into new ones based on text prompts, blending reference visuals with your creative directions."
fal-ai/uso,image-to-image,image,image,,mega pixels,0.1,,Use USO to perform subject driven generations using reference image.
fal-ai/veo2,text-to-video,text,video,,output seconds,0.5,min 5 units?,Veo 2 creates videos with realistic motion and high quality output. Explore different styles and find your own with extensive camera controls.
fal-ai/veo2/image-to-video,image-to-video,image,video,,output seconds,0.5,min 5 units?,Veo 2 creates videos from images with realistic motion and very high quality output.
fal-ai/veo3,text-to-video,text,video,"audio
silent",output seconds,"0.2
0.4",,"Veo 3 by Google, the most advanced AI video generation model in the world. With sound on!"
fal-ai/veo3/fast,text-to-video,text,video,"audio
silent",output seconds,"0.1
0.15",,Faster and more cost effective version of Google's Veo 3!
fal-ai/veo3/fast/image-to-video,image-to-video,image,video,"audio
silent",output seconds,"0.1
0.15",,Now with a 50% price drop. Generate videos from your image prompts using Veo 3 fast.
fal-ai/veo3/image-to-video,image-to-video,image,video,"audio
silent",output seconds,"0.2
0.4",,Veo 3 is the latest state-of-the art video generation model from Google DeepMind
fal-ai/vibevoice,text-to-speech,text,audio,,output seconds,0.04,rounded up to nearest 15 seconds,"Generate long, expressive multi-voice speech using Microsoft's powerful TTS"
fal-ai/vibevoice/7b,text-to-speech,text,audio,,output seconds,0.04,,"Generate long, expressive multi-voice speech using Microsoft's powerful TTS"
fal-ai/video-prompt-generator,llm,text,text,"text
text+image",run,"0.001
0.0011",,"Generate video prompts using a variety of techniques including camera direction, style, pacing, special effects and more."
fal-ai/video-understanding,vision,video,text,,compute seconds,0.002,,A video understanding model to analyze video content and answer questions about what's happening in the video based on user prompts.
fal-ai/video-upscaler,video-to-video,video,video,,kilo video tokens,0.0008,megapixel or megavideotokens or what?,The video upscaler endpoint uses RealESRGAN on each frame of the input video to upscale the video to a higher resolution.
fal-ai/vidu/image-to-video,image-to-video,image,video,,output seconds,0.05,,Vidu Image to Video generates high-quality videos with exceptional visual quality and motion diversity from a single image
fal-ai/vidu/q1/image-to-video,image-to-video,image,video,,output seconds,0.08,min 5 units?,Vidu Q1 Image to Video generates high-quality 1080p videos with exceptional visual quality and motion diversity from a single image
fal-ai/vidu/q1/reference-to-video,image-to-video,image,video,,output seconds,0.08,min 5 units?,Generate video clips from your multiple image references using Vidu Q1
fal-ai/vidu/q1/start-end-to-video,image-to-video,image,video,,output seconds,0.1,,Vidu Q1 Start-End to Video generates smooth transition 1080p videos between specified start and end images.
fal-ai/vidu/q1/text-to-video,text-to-video,text,video,,output seconds,0.08,min 5 units?,Vidu Q1 Text to Video generates high-quality 1080p videos with exceptional visual quality and motion diversity
fal-ai/vidu/reference-to-image,image-to-image,image,image,,run,0.1,,Vidu Reference-to-Image creates images by using a reference images and combining them with a prompt.
fal-ai/vidu/reference-to-video,image-to-video,image,video,,output seconds,0.1,,Vidu Reference to Video creates videos by using a reference images and combining them with a prompt.
fal-ai/vidu/start-end-to-video,image-to-video,image,video,,output seconds,0.05,,Vidu Start-End to Video generates smooth transition videos between specified start and end images.
fal-ai/vidu/template-to-video,image-to-video,image,video,"standard
premium
advanced",run,"0.2
0.3
0.5",,Vidu Template to Video lets you create different effects by applying motion templates to your images.
fal-ai/wan-22-image-trainer,training,,model,,run,0.0045,,Wan 2.2 text to image LoRA trainer. Fine-tune Wan 2.2 for subjects and styles with unprecedented detail.
fal-ai/wan-22-vace-fun-a14b/depth,video-to-video,video,video,"480p
580p
720p",output seconds,"0.05
0.075
0.1",16 fps,VACE Fun for Wan 2.2 A14B from Alibaba-PAI
fal-ai/wan-22-vace-fun-a14b/inpainting,video-to-video,video,video,"480p
580p
720p",output seconds,"0.05
0.075
0.1",16 fps,VACE Fun for Wan 2.2 A14B from Alibaba-PAI
fal-ai/wan-22-vace-fun-a14b/outpainting,video-to-video,video,video,"480p
580p
720p",output seconds,"0.05
0.075
0.1",16 fps,VACE Fun for Wan 2.2 A14B from Alibaba-PAI
fal-ai/wan-22-vace-fun-a14b/pose,video-to-video,video,video,"480p
580p
720p",output seconds,"0.05
0.075
0.1",16 fps,VACE Fun for Wan 2.2 A14B from Alibaba-PAI
fal-ai/wan-22-vace-fun-a14b/reframe,video-to-video,video,video,"480p
580p
720p",output seconds,"0.05
0.075
0.1",16 fps,VACE Fun for Wan 2.2 A14B from Alibaba-PAI
fal-ai/wan-25-preview/image-to-image,image-to-image,image,image,,run,0.05,,Wan 2.5 image-to-image model.
fal-ai/wan-25-preview/image-to-video,image-to-video,image,video,"480p
720p
1080p",output seconds,"0.05
0.1
0.15",,Wan 2.5 image-to-video model.
fal-ai/wan-25-preview/text-to-image,text-to-image,text,image,,run,0.05,,Wan 2.5 text-to-image model.
fal-ai/wan-25-preview/text-to-video,text-to-video,text,video,"480p
720p
1080p",output seconds,"0.05
0.1
0.15",,Wan 2.5 text-to-video model.
fal-ai/wan-effects,image-to-video,image,video,,run,0.35,,Wan Effects generates high-quality videos with popular effects from images
fal-ai/wan-flf2v,image-to-video,image,video,"512p
720p",run,"0.2*
0.4*",frames?,"Wan-2.1 flf2v generates dynamic videos by intelligently bridging a given first frame to a desired end frame through smooth, coherent motion sequences."
fal-ai/wan-fun-control,video-to-video,video,video,,output seconds,0.1,16 fps,Generate pose or depth controlled video using Alibaba-PAI's Wan 2.2 Fun
fal-ai/wan-i2v,image-to-video,image,video,"512p
720p",run,"0.2*
0.4*",frames?,Wan-2.1 is a image-to-video model that generates high-quality videos with high visual quality and motion diversity from images
fal-ai/wan-i2v-lora,image-to-video,image,video,,run,0.75,,Add custom LoRAs to Wan-2.1 is a image-to-video model that generates high-quality videos with high visual quality and motion diversity from images
fal-ai/wan-pro/image-to-video,image-to-video,image,video,,run,0.16,what??,"Wan-2.1 Pro is a premium image-to-video model that generates high-quality 1080p videos at 30fps with up to 6 seconds duration, delivering exceptional visual quality and motion diversity from images"
fal-ai/wan-pro/text-to-video,text-to-video,text,video,,output seconds,0.8,,"Wan-2.1 Pro is a premium text-to-video model that generates high-quality 1080p videos at 30fps with up to 6 seconds duration, delivering exceptional visual quality and motion diversity from text prompts"
fal-ai/wan-t2v,text-to-video,text,video,"480p
720p",run,"0.2*
0.4*",frames?,Wan-2.1 is a text-to-video model that generates high-quality videos with high visual quality and motion diversity from text prompts
fal-ai/wan-t2v-lora,text-to-video,text,video,,run,0.75,,Add custom LoRAs to Wan-2.1 is a text-to-video model that generates high-quality videos with high visual quality and motion diversity from images
fal-ai/wan-vace,video-to-video,video,video,,run,0.2,,"Vace a video generation model that uses a source image, mask, and video to create prompted videos with controllable sources."
fal-ai/wan-vace-1-3b,video-to-video,video,video,,run,0.2,,"Vace a video generation model that uses a source image, mask, and video to create prompted videos with controllable sources."
fal-ai/wan-vace-14b,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,"VACE is a video generation model that uses a source image, mask, and video to create prompted videos with controllable sources."
fal-ai/wan-vace-14b/depth,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,"VACE is a video generation model that uses a source image, mask, and video to create prompted videos with controllable sources."
fal-ai/wan-vace-14b/inpainting,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,"VACE is a video generation model that uses a source image, mask, and video to create prompted videos with controllable sources."
fal-ai/wan-vace-14b/outpainting,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,"VACE is a video generation model that uses a source image, mask, and video to create prompted videos with controllable sources."
